File,Line,Column,Type,Message,Source,Severity,Fixable
"updater/plugin-updater-class.php",456,66,error,"Detected high remote request timeout. `timeout` is set to `15`.",WordPressVIPMinimum.Performance.RemoteRequestTimeout.timeout_timeout,5,0
"updater/plugin-updater-class.php",492,14,warning,"Processing form data without nonce verification.",WordPress.Security.NonceVerification.Recommended,5,0
"updater/plugin-updater-class.php",492,73,warning,"Processing form data without nonce verification.",WordPress.Security.NonceVerification.Recommended,5,0
"updater/plugin-updater-class.php",496,14,warning,"Processing form data without nonce verification.",WordPress.Security.NonceVerification.Recommended,5,0
"updater/plugin-updater-class.php",500,14,warning,"Processing form data without nonce verification.",WordPress.Security.NonceVerification.Recommended,5,0
"updater/plugin-updater-class.php",505,12,error,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '__'.",WordPress.Security.EscapeOutput.OutputNotEscaped,5,0
"updater/plugin-updater-class.php",505,100,error,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '__'.",WordPress.Security.EscapeOutput.OutputNotEscaped,5,0
"updater/plugin-updater-class.php",508,57,warning,"Processing form data without nonce verification.",WordPress.Security.NonceVerification.Recommended,5,0
"updater/plugin-updater-class.php",517,41,warning,"Processing form data without nonce verification.",WordPress.Security.NonceVerification.Recommended,5,0
"updater/plugin-updater-class.php",524,67,error,"Detected high remote request timeout. `timeout` is set to `15`.",WordPressVIPMinimum.Performance.RemoteRequestTimeout.timeout_timeout,5,0
"updater/plugin-updater-class.php",545,54,warning,"Processing form data without nonce verification.",WordPress.Security.NonceVerification.Recommended,5,0
"updater/plugin-updater-class.php",600,17,warning,"json_encode() is discouraged. Use wp_json_encode() instead.",WordPress.WP.AlternativeFunctions.json_encode_json_encode,5,0
"updater/plugin-updater-class.php",606,44,warning,"serialize() found. Serialized data has known vulnerability problems with Object Injection. JSON is generally a better approach for serializing data. See https://www.owasp.org/index.php/PHP_Object_Injection",WordPress.PHP.DiscouragedPHPFunctions.serialize_serialize,5,0
"incl/pro-definitions.php",52,9,warning,"This comment is 63% valid code; is this commented out code?",Squiz.PHP.CommentedOutCode.Found,5,0
"incl/pro-definitions.php",159,21,error,"Processing form data without nonce verification.",WordPress.Security.NonceVerification.Missing,5,0
"incl/view/advanced-gutenberg-license.php",5,1,error,"Overriding WordPress globals is prohibited. Found assignment to $status",WordPress.WP.GlobalVariablesOverride.Prohibited,5,0
"incl/view/advanced-gutenberg-license.php",18,25,error,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '__'.",WordPress.Security.EscapeOutput.OutputNotEscaped,5,0
"incl/view/advanced-gutenberg-license.php",39,62,warning,"Processing form data without nonce verification.",WordPress.Security.NonceVerification.Recommended,5,0
"incl/view/advanced-gutenberg-license.php",43,46,error,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '__'.",WordPress.Security.EscapeOutput.OutputNotEscaped,5,0
"incl/view/advanced-gutenberg-license.php",47,52,warning,"Processing form data without nonce verification.",WordPress.Security.NonceVerification.Recommended,5,0
"incl/view/advanced-gutenberg-license.php",48,62,warning,"Processing form data without nonce verification.",WordPress.Security.NonceVerification.Recommended,5,0
"incl/view/advanced-gutenberg-license.php",50,46,error,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '$message'.",WordPress.Security.EscapeOutput.OutputNotEscaped,5,0
"assets/blocks/advaccordion/script.js",2,30,error,"Data from JS global \"window.location.hash\" may contain user-supplied values and should be sanitized before output to prevent XSS.",WordPressVIPMinimum.JS.Window.location,5,0
"assets/blocks/advaccordion/script.min.js",1,1,warning,"File appears to be minified and cannot be processed",Internal.Tokenizer.Exception,5,0
"assets/blocks/countdown/countdown.min.js",1,1,warning,"File appears to be minified and cannot be processed",Internal.Tokenizer.Exception,5,0
"assets/blocks/countdown/countdown.js",10,17,warning,"Any HTML passed to `innerHTML` gets executed. Consider using `.textContent` or make sure that used variables are properly escaped.",WordPressVIPMinimum.JS.InnerHTML.Found,5,0
"assets/blocks/countdown/countdown.js",18,17,warning,"Any HTML passed to `innerHTML` gets executed. Consider using `.textContent` or make sure that used variables are properly escaped.",WordPressVIPMinimum.JS.InnerHTML.Found,5,0
"assets/blocks/countdown/countdown.js",58,66,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: days+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",58,85,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",60,66,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: days+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",60,84,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",65,63,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: hours+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",65,84,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",67,63,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: hours+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",67,83,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",71,65,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: minutes+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",71,90,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",73,65,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: minutes+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",73,89,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",76,61,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: seconds+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",76,86,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",86,19,warning,"Any HTML passed to `innerHTML` gets executed. Consider using `.textContent` or make sure that used variables are properly escaped.",WordPressVIPMinimum.JS.InnerHTML.Found,5,0
"assets/blocks/countdown/countdown.js",86,73,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: element+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/countdown/countdown.js",86,121,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/advtabs/script.js",4,28,error,"Data from JS global \"window.location.hash\" may contain user-supplied values and should be sanitized before output to prevent XSS.",WordPressVIPMinimum.JS.Window.location,5,0
"assets/blocks/advtabs/script.js",9,39,warning,"Data from JS global \"window.location.hash\" may contain user-supplied values and should be checked.",WordPressVIPMinimum.JS.Window.VarAssignment,5,0
"assets/blocks/advtabs/script.js",19,28,error,"Data from JS global \"window.location.hash\" may contain user-supplied values and should be sanitized before output to prevent XSS.",WordPressVIPMinimum.JS.Window.location,5,0
"assets/blocks/advtabs/script.js",20,33,warning,"Data from JS global \"window.location.hash\" may contain user-supplied values and should be checked.",WordPressVIPMinimum.JS.Window.VarAssignment,5,0
"assets/blocks/advtabs/script.min.js",1,1,warning,"File appears to be minified and cannot be processed",Internal.Tokenizer.Exception,5,0
"assets/blocks/blocks-pro.js",272,91,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: __+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",272,134,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +'</span>'.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",311,78,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: days+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",311,98,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",313,78,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: days+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",313,97,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",318,75,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: hours+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",318,97,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",320,75,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: hours+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",320,96,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",324,77,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: minutes+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",324,103,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",326,77,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: minutes+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",326,102,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",329,73,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: seconds+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",329,99,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",339,91,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: timeHasCome+.",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/blocks/blocks-pro.js",339,105,error,"HTML string concatenation detected, this is a security risk, use DOM node construction or a templating language instead: +\"</span>\".",WordPressVIPMinimum.JS.StringConcat.Found,5,0
"assets/css/blocks-pro.css",1,1,warning,"File appears to be minified and cannot be processed",Internal.Tokenizer.Exception,5,0

